1729452743.310787,192.168.1.25,198.48.15.143,TCP,54
1729452743.312489,192.168.1.25,182.149.176.180,TCP,54
1729452743.313586,192.168.1.25,101.146.74.126,TCP,54
1729452743.314563,192.168.1.25,49.193.54.171,TCP,54
1729452743.315668,192.168.1.25,26.187.172.3,TCP,54
1729452743.316541,192.168.1.25,46.88.214.44,TCP,54
1729452743.318551,192.168.1.25,87.252.14.87,TCP,54
1729452743.31972,192.168.1.25,192.55.125.65,TCP,54
1729452743.320683,192.168.1.25,162.26.143.79,TCP,54
1729452743.320558,192.168.1.25,97.202.32.93,TCP,54
1729452743.32164,192.168.1.25,26.8.187.176,TCP,54
1729452743.322795,192.168.1.25,163.229.41.2,TCP,54
1729452743.323763,192.168.1.25,167.63.176.214,TCP,54
1729452743.324768,192.168.1.25,161.215.230.24,TCP,54
1729452743.325897,192.168.1.25,23.158.10.244,TCP,54
1729452743.325906,192.168.1.25,56.107.29.41,TCP,54
1729452743.327352,192.168.1.25,122.179.117.118,TCP,54
1729452743.328353,192.168.1.25,221.237.139.219,TCP,54
1729452743.329316,192.168.1.25,80.77.100.106,TCP,54
1729452743.329322,192.168.1.25,68.158.38.238,TCP,54
1729452743.330796,192.168.1.25,98.158.62.139,TCP,54
1729452743.332193,192.168.1.25,221.177.104.37,TCP,54
1729452743.33325,192.168.1.25,88.190.252.215,TCP,54
1729452743.33412,192.168.1.25,63.31.124.158,TCP,54
1729452743.335496,192.168.1.25,132.108.41.15,TCP,54
1729452743.337568,192.168.1.25,179.189.160.167,TCP,54
1729452743.338974,192.168.1.25,43.113.63.170,TCP,54
1729452743.339318,192.168.1.25,132.222.76.206,TCP,54
1729452743.341204,192.168.1.25,47.234.45.29,TCP,54
1729452743.342962,192.168.1.25,44.38.150.84,TCP,54
1729452743.343775,192.168.1.25,21.216.237.205,TCP,54
1729452743.344734,192.168.1.25,229.47.177.244,TCP,54
1729452743.345725,192.168.1.25,134.163.232.165,TCP,54
1729452743.346537,192.168.1.25,137.19.143.28,TCP,54
1729452743.346716,192.168.1.25,38.29.20.252,TCP,54
1729452743.347718,192.168.1.25,18.228.203.90,TCP,54
1729452743.34888,192.168.1.25,25.99.195.242,TCP,54
1729452743.349756,192.168.1.25,175.84.107.41,TCP,54
1729452743.350761,192.168.1.25,87.63.14.13,TCP,54
1729452743.35165,192.168.1.25,234.80.40.188,TCP,54
1729452743.352474,192.168.1.25,239.100.68.29,TCP,54
1729452743.352836,192.168.1.25,217.32.210.15,TCP,54
1729452743.353844,192.168.1.25,222.158.244.93,TCP,54
1729452743.354855,192.168.1.25,33.138.30.195,TCP,54
1729452743.355946,192.168.1.25,155.240.65.196,TCP,54
1729452743.358837,192.168.1.25,23.103.229.145,TCP,54
1729452743.358856,192.168.1.25,235.103.195.220,TCP,54
1729452743.36035,192.168.1.25,67.146.231.250,TCP,54
1729452743.360857,192.168.1.25,140.57.66.185,TCP,54
1729452743.362297,192.168.1.25,147.223.67.55,TCP,54
1729452743.363175,192.168.1.25,222.180.74.220,TCP,54
1729452743.363968,192.168.1.25,8.34.56.83,TCP,54
1729452743.365177,192.168.1.25,126.92.232.197,TCP,54
1729452743.366397,192.168.1.25,81.243.66.145,TCP,54
1729452743.367443,192.168.1.25,183.2.61.16,TCP,54
1729452743.368226,192.168.1.25,210.40.102.49,TCP,54
1729452743.36954,192.168.1.25,46.52.184.106,TCP,54
1729452743.370784,192.168.1.25,99.25.165.238,TCP,54
1729452743.371759,192.168.1.25,160.167.137.114,TCP,54
1729452743.372609,192.168.1.25,47.173.5.154,TCP,54
1729452743.373425,192.168.1.25,237.162.101.133,TCP,54
1729452743.374274,192.168.1.25,69.71.90.198,TCP,54
1729452743.374708,192.168.1.25,187.181.65.172,TCP,54
1729452743.377253,192.168.1.25,89.29.59.151,TCP,54
1729452743.377747,192.168.1.25,157.86.201.154,TCP,54
1729452743.378726,192.168.1.25,119.128.27.132,TCP,54
1729452743.37976,192.168.1.25,35.137.113.45,TCP,54
1729452743.380715,192.168.1.25,180.144.219.155,TCP,54
1729452743.38161,192.168.1.25,146.244.254.199,TCP,54
1729452743.382866,192.168.1.25,148.21.180.144,TCP,54
1729452743.384083,192.168.1.25,212.171.23.90,TCP,54
1729452743.384787,192.168.1.25,238.10.96.146,TCP,54
1729452743.385664,192.168.1.25,230.24.37.191,TCP,54
1729452743.386754,192.168.1.25,65.15.231.69,TCP,54
1729452743.387522,192.168.1.25,200.155.180.159,TCP,54
1729452743.388756,192.168.1.25,167.219.115.92,TCP,54
