1729452743.229405,192.168.1.25,86.9.181.127,TCP,54
1729452743.230913,192.168.1.25,95.124.185.112,TCP,54
1729452743.232379,192.168.1.25,51.61.179.111,TCP,54
1729452743.233231,192.168.1.25,137.84.235.154,TCP,54
1729452743.234233,192.168.1.25,162.16.214.50,TCP,54
1729452743.235247,192.168.1.25,52.241.84.231,TCP,54
1729452743.236095,192.168.1.25,54.159.212.2,TCP,54
1729452743.237322,192.168.1.25,206.55.213.155,TCP,54
1729452743.239393,192.168.1.25,130.246.1.244,TCP,54
1729452743.239292,192.168.1.25,141.103.77.82,TCP,54
1729452743.240894,192.168.1.25,196.137.218.88,TCP,54
1729452743.24243,192.168.1.25,197.223.166.153,TCP,54
1729452743.243247,192.168.1.25,147.98.42.236,TCP,54
1729452743.244248,192.168.1.25,12.197.253.112,TCP,54
1729452743.245275,192.168.1.25,95.247.244.214,TCP,54
1729452743.246295,192.168.1.25,49.70.115.221,TCP,54
1729452743.247224,192.168.1.25,54.52.77.60,TCP,54
1729452743.2482,192.168.1.25,100.99.28.186,TCP,54
1729452743.249203,192.168.1.25,95.142.196.216,TCP,54
1729452743.249212,192.168.1.25,207.137.188.193,TCP,54
1729452743.250718,192.168.1.25,112.22.142.231,TCP,54
1729452743.250776,192.168.1.25,208.190.1.245,TCP,54
1729452743.251829,192.168.1.25,141.6.133.211,TCP,54
1729452743.252948,192.168.1.25,96.180.237.178,TCP,54
1729452743.255453,192.168.1.25,216.137.245.55,TCP,54
1729452743.256738,192.168.1.25,1.82.24.152,TCP,54
1729452743.259063,192.168.1.25,20.187.176.231,TCP,54
1729452743.259979,192.168.1.25,49.49.101.38,TCP,54
1729452743.260917,192.168.1.25,39.21.6.216,TCP,54
1729452743.261824,192.168.1.25,104.220.227.70,TCP,54
1729452743.262804,192.168.1.25,115.7.45.246,TCP,54
1729452743.263611,192.168.1.25,7.28.18.186,TCP,54
1729452743.265125,192.168.1.25,161.144.155.114,TCP,54
1729452743.265956,192.168.1.25,195.247.248.127,TCP,54
1729452743.266839,192.168.1.25,58.107.125.253,TCP,54
1729452743.267842,192.168.1.25,43.113.102.224,TCP,54
1729452743.268798,192.168.1.25,203.199.249.77,TCP,54
1729452743.269989,192.168.1.25,107.175.248.167,TCP,54
1729452743.270825,192.168.1.25,182.80.137.161,TCP,54
1729452743.272146,192.168.1.25,6.98.183.246,TCP,54
1729452743.27328,192.168.1.25,17.217.62.233,TCP,54
1729452743.274068,192.168.1.25,196.232.231.109,TCP,54
1729452743.275086,192.168.1.25,1.88.50.21,TCP,54
1729452743.275964,192.168.1.25,74.91.13.39,TCP,54
1729452743.276954,192.168.1.25,150.193.95.100,TCP,54
1729452743.277764,192.168.1.25,138.41.11.115,TCP,54
1729452743.279994,192.168.1.25,235.191.107.225,TCP,54
1729452743.280981,192.168.1.25,15.115.14.8,TCP,54
1729452743.281456,192.168.1.25,195.165.67.173,TCP,54
1729452743.282589,192.168.1.25,121.191.107.120,TCP,54
1729452743.283743,192.168.1.25,208.168.210.130,TCP,54
1729452743.284499,192.168.1.25,11.9.252.247,TCP,54
1729452743.285469,192.168.1.25,29.151.47.238,TCP,54
1729452743.286466,192.168.1.25,147.21.74.218,TCP,54
1729452743.288447,192.168.1.25,225.79.66.224,TCP,54
1729452743.289686,192.168.1.25,38.127.88.22,TCP,54
1729452743.290479,192.168.1.25,100.38.196.24,TCP,54
1729452743.290966,192.168.1.25,139.150.163.16,TCP,54
1729452743.29176,192.168.1.25,24.106.55.252,TCP,54
1729452743.293044,192.168.1.25,95.137.141.245,TCP,54
1729452743.294198,192.168.1.25,125.234.224.169,TCP,54
1729452743.294531,192.168.1.25,17.127.222.99,TCP,54
1729452743.295535,192.168.1.25,121.52.236.28,TCP,54
1729452743.296608,192.168.1.25,14.76.81.96,TCP,54
1729452743.297476,192.168.1.25,149.142.3.129,TCP,54
1729452743.298475,192.168.1.25,4.210.17.125,TCP,54
1729452743.299483,192.168.1.25,178.36.19.76,TCP,54
1729452743.300541,192.168.1.25,113.128.47.224,TCP,54
1729452743.301099,192.168.1.25,218.134.224.155,TCP,54
1729452743.302155,192.168.1.25,32.213.251.172,TCP,54
1729452743.302977,192.168.1.25,137.130.242.79,TCP,54
1729452743.304221,192.168.1.25,104.84.30.198,TCP,54
1729452743.305023,192.168.1.25,54.27.13.176,TCP,54
1729452743.305991,192.168.1.25,220.159.25.12,TCP,54
1729452743.307047,192.168.1.25,139.15.155.159,TCP,54
1729452743.308055,192.168.1.25,107.184.57.154,TCP,54
1729452743.309011,192.168.1.25,228.64.231.196,TCP,54
1729452743.309004,192.168.1.25,56.25.62.97,TCP,54
